character,games,turns,first_actual_year,last_actual_year,community,top_partners
Loke,3,45,2004,2004,4,Cloud (3); Eithel (3); Ella (3); Eorinan (3); Eyona (3); GaretJax (3); Imrahil (3); Loki (3); Malduin (3); Wiliand (3)
Loki,25,319,2004,2007,4,Malduin (14); Wiliand (8); Ella (7); Eorinan (7); Midhriel (7); Cloud (6); Loriel (6); Xebox (6); Kanon (6); Asgard (5); Gween (5); Sealyan (4); Oltar (4); Eithel (3); Eyona (3)
Lomyril,3,19,2010,2013,0,Bonaventura (1); Demios (1); Elyen (1); Mendar (1); Utrio (1); Khalux (1); Tarik (1); Alydia (1); Arioch (1); Cosme (1); DarkEyes (1); Elimar (1); Kazuya (1); Keleldur (1); Liniol (1)
Loras,1,22,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1); Ethamos (1); Guineth (1); Minas (1); Nicole (1); Rhyannor (1); Robert (1); Sehmai (1); Seth (1); Sholtz (1); Thiresh (1)
Lorenne,8,157,2008,2009,1,Lancel (3); Axia (2); Celine (2); Habel (2); Kyra (2); Nicodemus (2); Medrion (1); Zanner (1); Bauster (1); Emile (1); Aisha (1); Anarion (1); Drehimo (1); Goran (1); Mogan (1)
Loriel,58,832,2003,2008,4,Sealyan (27); Teclis (9); Midhriel (8); Oltar (8); Unicorn (8); merlinho (8); Ellenroh (8); Malduin (7); Rigardo (7); deargh (6); Loki (6); Rhyannor (6); Owyn (6); Miroth (5); Sifodias (5)
Loriely,1,1,,,1,Aranel (1); Dorck (1); Dreadis (1); Khiber (1); merlinho (1); Rhoan (1)
Lothiriel,1,10,2012,2012,3,Claymore (1); Corwin (1); Gozzo (1)
Lotho,1,1,2007,2007,6,Ferarius (1)
Loto,6,73,2007,2008,1,Axia (5); Phemt (4); Saval (4); Fortescue (3); Bauster (3); Sehmeola (2); Juliette (2); Keren (2); Keric (2); Silvereth (2); Afnor (1); Ago (1); Elisil (1); Mankok (1); Subber (1)
Loxis,87,1401,2006,2012,1,merlinho (34); Dajemona (24); Aranel (22); Fortescue (13); Alcalime (12); Ylerei (10); Ailin (9); Geror (8); Hennet (8); Asgard (7); Alexander (7); Baltor (6); Carcinero (6); Perse (5); Skan (5)
Lubecca,2,13,2020,2020,0,Akuma (1); Denyel (1); Elyen (1); Enrick (1); Fek (1); Lenian (1); Moradin (1); Rivka (1); Edwar (1); Hawn (1); Lucretia (1); Rephexia (1); Ylerei (1)
Lucretia,6,58,2020,2020,0,Rephexia (3); Demios (2); Enrick (2); Rivka (2); Lenian (2); Amalthea (1); Arioch (1); Alerik (1); Carcan (1); Denyel (1); Moradin (1); Edwar (1); Hawn (1); Lubecca (1); Ylerei (1)
Lucrezia,3,38,2004,2004,4,Aglae (2); Aneesha (2); charis (2); Danyfer (2); Esgaloth (2); Ester (2); Finarfin (2); Istar (2); Mynoth (2); Silmarien (2); Ylerei (2); Anarion (1); Ayla (1); Bhrama (1); Celebi (1)
Ludvig,1,8,2007,2007,1,Alcalime (1); Ezequiel (1); Khiber (1); Luis (1); Marksen (1); Voltan (1)
Ludwigmakart,1,2,2005,2005,3,alucard (1); Gween (1); Kein (1); Mirodek (1); Mirokan (1); Onizuka (1); Shana (1); Vahn (1)
Lugan,2,8,2006,2006,1,Asgard (2); Gaart (2); Han (2); Riana (2); Silvereth (2); Ylerei (2)
Luinil,14,133,2011,2014,0,Claymore (7); Katon (7); Aries (6); Carcinero (4); Essedil (4); Alester (3); merlinho (3); Ortenzio (3); Francislake (3); Amaranth (3); Khalux (3); Elliot (3); Laurens (2); Thamior (2); Amande (2)
Luis,1,13,2007,2007,1,Alcalime (1); Ezequiel (1); Khiber (1); Ludvig (1); Marksen (1); Voltan (1)
Lukas,4,33,2007,2007,5,merlinho (4); Tinuviel (3); Gaizen (2); Helen (2); Andrex (2); Saarhen (2); Clery (1); Edmund (1); Elina (1); Galdar (1); Loxis (1); Midhriel (1); Natan (1); Daarigraz (1); Raegan (1)
Lulu,40,405,2006,2025,3,Elvaan (19); merlinho (7); Dajemona (5); Blancks (4); Arioch (4); Maseeri (4); Nihel (3); Ailin (3); Vahn (3); Rikja (2); Talia (2); Olaf (2); Rhyannor (2); Bolvar (2); Carcinero (2)
Lunin,2,14,2006,2006,5,Bohann (2); Cardias (2); Icon (2); Ismael (2); Janas (2); Krauser (2); Langdal (2); Lyron (2); Orghan (2); Romanius (2); Vilhelm (2); Xanathonum (2)
Luork,1,17,2004,2004,3,Joshua (1); Keleldur (1); Vahn (1); Wiliand (1)
Luthien,3,32,2007,2008,2,Alyon (1); Elmoen (1); Maximilian (1); Anarion (1)
Luxer,2,8,2006,2006,6,Dibbe (1); Efe (1); Evil (1); Fortesque (1); Loriel (1); merlinho (1); Natan (1); Phage (1); Sealyan (1); Shimal (1); Veris (1); Zamir (1); Zingrid (1); Beatrix (1); Naiiky (1)
Lyath,15,180,2007,2020,2,Elrik (9); Goran (5); Isthar (5); Lilithas (5); Irdon (4); Alerik (3); Mogan (3); Field (2); ThamiorLothain (2); Tremain (2); Christof (2); Vein (2); Kered (2); Roitare (2); Malduin (1)
Lyghemar,2,26,2008,2008,2,Elariell (2); Elyer (2); Fagin (2); Khael (2); Mardok (2); Thomas (2)
Lyner,1,1,2009,2009,2,Aureliano (1); Aurill (1); Jun (1)
Lynzi,1,3,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Gatsu (1); merlinho (1)
Lyod,1,6,2008,2008,0,Arioch (1); Gator (1)
Lyron,2,16,2006,2006,5,Bohann (2); Cardias (2); Icon (2); Ismael (2); Janas (2); Krauser (2); Langdal (2); Lunin (2); Orghan (2); Romanius (2); Vilhelm (2); Xanathonum (2)
Lyseleth,1,5,2007,2007,2,Alcalime (1); Areion (1); Ghilbli (1); Greed (1); Nimoe (1); Nopalamus (1); Nordus (1); Tassoni (1)
Lyzur,19,108,2006,2013,0,Elimar (5); Kruvenz (4); Shpawn (4); Zakk (4); Gwayne (3); Seyfer (3); Tyrion (3); Murzgaash (3); Andrey (3); Katon (3); Lionel (3); Raxiel (3); Regan (3); Slythrott (3); Dadox (2)
Majd,1,7,2008,2008,1,Celine (1); Malwin (1); Mhikal (1); Nicodemus (1); Rhyannor (1); Skan (1)
Makarius,3,14,2008,2008,1,Dhac (2); Coryn (1); Monfort (1); Lyzur (1); Sedrick (1); Alcalime (1); Elyer (1); Fortescue (1); Loxis (1)
Malaeth,1,11,2004,2004,4,Eiko (1); Eshtar (1); faroth (1); Feredil (1); Lenian (1); Rhyannor (1); Stoneaxe (1); ThamiorLothain (1); Unicorn (1); william (1)
Malakay,1,1,2009,2009,2,Alexander (1); Elegost (1); Nyden (1); Rhyannor (1); Tarnhil (1)
Malantio,4,35,2006,2006,7,Adema (3); Brianna (3); Skan (3); Stige (3); Tyrus (3); Guineth (2); Elegost (2); merlinho (2); Ayla (1); Gurnbeld (1); Horas (1); Joshua (1); Kazuya (1); Keleldur (1); Loial (1)
Malbeth,3,22,2008,2008,1,Allison (1); Arphenix (1); Aslanner (1); Baltor (1); Dajemona (1); Fortescue (1); Herywen (1); Jeanne (1); Kyra (1); Loxis (1); Malvenis (1); merlinho (1); Orestur (1); Adema (1); Nyden (1)
Malduin,50,715,2004,2007,4,Loki (14); Miroth (13); Midhriel (13); Eithel (11); Cloud (9); Eorinan (9); Wiliand (8); Morganas (8); Ella (7); Loriel (7); Eldur (6); Xebox (6); Sealyan (6); Valandelian (5); Gween (5)
Malfar,2,3,2008,2008,3,Anthony (2); Dehro (2); Eufrasia (2); Francislake (2); Keleldur (2); Minas (2); Mirael (2); Rhyannor (2); Uranos (2); Valll (2); Euridas (1); Hatlach (1); Ireth (1)
Malll,11,89,2010,2025,0,Adema (4); Cioccholatee (3); Elimar (3); Francislake (3); Zhugord (3); Arioch (3); Cyru (2); Tyrande (2); Herick (2); merlinho (2); Urwen (2); Keleldur (2); Vahn (2); Nyra (1); Skan (1)
Malvenis,19,163,2008,2012,0,Jeanne (5); Herywen (4); Kyra (4); Daerithas (3); Norman (3); Dareon (3); Emile (3); Eventine (3); Lancel (3); Monfort (3); Ramel (3); Tyrion (3); Aralas (2); Guliem (2); Henriques (2)
Malwin,11,113,2007,2008,1,merlinho (5); Aranel (3); Ailin (3); Alcalime (2); Hennet (2); Cloud (2); Skan (2); Khael (2); Asgard (2); Ylerei (2); Afnor (1); Geafried (1); Isilme (1); Zahet (1); Arendhil (1)
Manadriel,25,350,2003,2007,5,Eufrasia (12); Myrddinwyllt (7); Adema (7); Euridas (7); Francislake (6); Gudegar (5); Ireth (5); Mirael (5); Nyden (5); Ramel (5); Andrex (4); Elina (4); Jas (4); Lizelin (4); Ratav (4)
Mandon,4,60,2005,2006,2,Vahn (2); Gaara (1); Han (1); Maseeri (1); Mothgaur (1); Spartaco (1); Yue (1); Alsen (1); Arioch (1); Corwin (1); Halmar (1); Lizert (1); Melisandre (1); Mirael (1); Porphiri (1)
Manfred,1,10,2008,2008,2,Euridas (1)
Manfris,10,76,2006,2013,5,Axia (6); Euridas (3); Ducan (3); Mathis (3); Christof (3); Zanner (3); Eufrasia (2); Elyanth (2); Sifodias (2); Adema (2); Mirael (2); Achitia (2); Aureliano (2); Bill (2); Nimoe (2)
Manilius,2,28,2005,2005,4,Alexander (1); Celebi (1); Dercatur (1); Ethamos (1); Fortum (1); Gopher (1); Han (1); Ireth (1); Levesque (1); Loriel (1); Rhyannor (1); Saipher (1); Sealyan (1); Seth (1); Teclis (1)
Mankok,1,7,2007,2007,1,Afnor (1); Ago (1); Axia (1); Elisil (1); Fortescue (1); Loto (1); Phemt (1); Saval (1); Sehmeola (1); Subber (1)
Manor,1,8,2026,2026,3,Almandine (1); Francislake (1); Vahn (1)
Manwe,18,165,2006,2012,0,Edwar (7); Adrienne (4); Nadir (4); Tony (3); Bill (2); Nau (2); Fortescue (2); Elimar (1); Herywen (1); Kushluk (1); Emile (1); Liendre (1); Asgard (1); Hatlach (1); Avalon (1)
Maraviglia,15,132,2006,2019,2,Galamir (6); Areion (4); Czarick (4); Ellendal (4); Ghilbli (4); Rigardo (3); Arentor (3); Gawyn (3); Goliath (3); Gwayne (3); Seth (3); Adema (2); Khael (2); Tiran (2); Morpheus (2)
Mardok,16,224,2008,2008,2,Vein (8); Ireth (7); Khael (7); Aranes (5); Field (5); Ghilbli (5); Francislake (5); Tuco (5); Anarion (4); Dadox (4); Euridas (4); Galamir (4); Izayoi (4); Maximilian (4); Thomas (4)
Mari,1,2,2007,2007,5,Ninksi (1); Sebastian (1)
Marian,2,19,2007,2007,1,Alcalime (2); Aranel (2); Dofa (2); Fefalas (2); Loxis (2); merlinho (2); Rhoan (2); Risindal (2); Sebastian (2); Selein (2); Arendhil (1); Thanya (1); Vilihutas (1)
Mark,1,3,2007,2007,1,Alcalime (1); Aranel (1); Arendhil (1); Elimar (1); Helen (1); Hiam (1); merlinho (1); Nichole (1); Thanya (1); Trystian (1)
Marksen,1,5,2007,2007,1,Alcalime (1); Ezequiel (1); Khiber (1); Ludvig (1); Luis (1); Voltan (1)
Marl,4,63,2006,2006,5,Bauster (2); Loriel (1); Zanner (1); Aisha (1); Elrik (1); Hamild (1); Maseeri (1); Ratav (1); Vahn (1); Volrath (1); Alcalime (1); Bluetue (1); Bohann (1); Carmin (1); Damizza (1)
Marlin,1,10,2011,2011,17,
Marneus,4,10,2007,2007,2,Enrick (4); Seyfer (3); Rhen (2); Vholth (2); Zarix (2); Predicatorecaos (2); Nicodemus (1); Arden (1); Damizza (1); Galamir (1); Nordus (1); Phemt (1); Raze (1)
Marshe,1,12,2004,2004,3,Blanko (1); Fek (1); Oracle (1); Renoldo (1); Vahn (1); Zak (1)
Martius,1,9,2009,2009,7,Aslanner (1); Cambise (1); Goran (1); Skan (1); Stige (1)
Maseeri,125,1865,2004,2026,3,Vahn (107); Keleldur (26); Sylvimar (24); Adema (20); Ariel (19); Bill (19); ThamiorLothain (15); Francislake (14); Mogan (14); Arphenix (12); Mirodek (9); Akuma (7); Arioch (7); Melisandre (6); Xebox (5)
Mashnara,1,17,2004,2004,3,Anarion (1); Dakkon (1); DartWarren (1); Erhu (1); FireStorm (1); Miticus (1); Mitsui (1); Soraya (1); Vahn (1); Xalira (1)
Masonte,2,2,2006,2006,4,Cloud (2); merlinho (2); Midhriel (2); Rhotgar (2)
Mateky,13,148,2006,2009,4,Norman (4); Beatrix (3); Jill (3); Arioch (3); Angelique (2); Bill (2); Druelyn (2); Ellenroh (2); Erol (2); Francis (2); Galamir (2); Jeanne (2); Kanon (2); Loki (2); Loriel (2)
Mathias,7,71,2008,2008,1,Axia (4); Adema (2); Ailin (2); Aranel (2); Fortescue (2); Habel (2); Juliette (2); Philippe (2); Bauster (2); Adrienne (1); Zahet (1); Emile (1); Goliath (1); merlinho (1); Monfort (1)
Mathis,4,55,2007,2007,5,Axia (3); Manfris (3); Nimoe (3); Achitia (2); Aureliano (2); Bill (2); Christof (2); Volrath (2); Zanner (2); Arhamir (1); Ducan (1); Hyrea (1); Lizzie (1)
Matteinus,3,9,2006,2006,5,Alcalime (3); Ascaron (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); merlinho (3); Naiiky (3); Paine (3); Riukkiu (3); Rodney (3); Sanjae (3)
Matthew,10,83,2009,2009,0,Tinuviel (4); Monfort (3); Eventine (3); Jago (3); Norman (3); Vhelia (2); Alyon (2); Bauster (2); Dadox (2); Dareon (2); Dominique (2); Elyen (2); Emile (2); Fek (2); Helajartie (2)
Maxi,5,45,2004,2006,2,Isil (4); knives (3); Mekylius (3); Hethil (1); Vahn (1)
Maximilian,37,283,2006,2013,2,Anarion (14); Dadox (13); Euridas (8); Thorck (8); Galamir (7); Vein (7); Ghilbli (6); Elariell (6); Jeko (5); Azhal (5); Field (5); Clery (4); Amlaric (4); Catlyn (4); Ireth (4)
May,12,84,2008,2009,0,Arioch (5); Norman (3); Tarik (3); Edwar (2); Czarick (2); Mateky (2); Squixo (2); Jaber (2); Siderius (1); Gamuran (1); Manwe (1); Ariel (1); Arphenix (1); Dajemona (1); Fortescue (1)
Maynard,7,60,2011,2014,0,Thorck (3); Dareh (2); Elrik (2); Jerome (2); Thalion (2); Edwar (1); Emeth (1); Kruvenz (1); Liniol (1); Andrey (1); Carcinero (1); Daerithas (1); Loxis (1); Orione (1); Raxiel (1)
Medb,1,8,2004,2004,3,Cagliostro (1); Vahn (1)
Medrion,2,18,2008,2008,2,Lancel (1); Lorenne (1); Zanner (1); Anarion (1); Azhal (1); Catlyn (1); Drehimo (1); Tathor (1); Valen (1)
Megalos,6,48,2008,2008,1,Skan (3); Dajemona (3); Ailin (2); Aranel (2); Alcalime (1); Liuck (1); Varion (1); Jerome (1); Loxis (1); merlinho (1); Midhriel (1); Nensil (1); Nimoe (1); Perse (1); Volrath (1)
Meggot,1,43,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1); Jose (1); Kenny (1)
Meggott,1,5,2006,2006,10,Dracnasigma (1)
Megisto,1,9,2007,2007,1,Aisha (1); Arendhil (1); Asgard (1); Belias (1); Christof (1); Daerithas (1); Gerith (1); Mhikal (1); Nimoe (1); Tannhauser (1)
Mekalunio,2,20,2004,2004,3,Vahn (2); Mothgaur (1); Thorek (1)
Mekylius,24,320,2006,2019,0,Vahn (4); Arioch (4); Isil (3); knives (3); Maxi (3); Jarl (3); Gwayne (3); Elimar (3); Slythrott (3); Blancks (2); Euridas (2); Karilh (2); Pyro (2); Norfolk (2); Tarik (2)
Melisandre,17,383,2004,2008,3,Vahn (16); Alerik (8); Corwin (7); Maseeri (6); ThamiorLothain (6); Anthony (6); Mirael (4); Shana (3); Caidath (3); Shaenlyr (3); Tordek (2); Dehro (2); Volrath (2); Zaharil (2); Belfaol (2)
Mellance,2,25,2009,2013,0,Elanoer (1); Erebo (1); Jungschlager (1); Mekylius (1)
Mellin,1,3,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1); Jose (1); Kenny (1)
Melquiades,4,25,2008,2009,1,Catlyn (2); Arendhil (1); Boob (1); Dhac (1); Elimar (1); Hennet (1); Skan (1); Amlaric (1); Tyrion (1); Aurill (1); Mirael (1)
Melwen,16,205,2004,2025,2,Wonderela (10); Tremain (4); Bill (3); Anthony (3); Euridas (3); merlinho (3); Francis (2); Elimar (2); Francislake (2); Meredith (2); Sultha (1); Dehro (1); Eugharas (1); Elisabeth (1); Jsau (1)
Mendar,7,49,2004,2010,4,Elyen (3); Dibbe (2); Enarius (2); Jeff (2); Kiol (2); Laurent (2); Miroth (2); Raistlin (2); Yehezqel (2); Blanko (1); Faelya (1); Isthar (1); Mordrek (1); Onizuka (1); Reblow (1)
Meredith,16,147,2023,2025,0,Euridas (15); Elimar (8); Arioch (7); Francislake (6); Kiol (4); Rephexia (4); SiannaLeFair (4); Adema (4); Khalux (3); Nat (3); Gamuran (3); Dyuraken (3); merlinho (3); Lenian (2); Neal (2)
Merenwen,14,196,2006,2007,4,Kanon (6); Ellenroh (6); Francis (6); Oltar (4); Zurzak (3); Beatrix (3); Bill (3); Druelyn (3); Erol (3); Jeanne (3); Jill (3); Loki (3); Loriel (3); Malduin (3); Ratav (3)
merlinho,220,3124,2004,2025,1,Aranel (39); Loxis (34); Midhriel (25); Alcalime (22); Ailin (17); Skan (15); Miroth (13); Shimal (12); Ylerei (12); Asgard (11); Ariel (11); Fortescue (11); Francislake (11); Cathein (10); Helen (10)
Merope,1,6,2008,2008,1,Amlaric (1); Dajemona (1); Loxis (1); Maximilian (1); Philippe (1); Valll (1)
Mewen,1,14,2008,2008,1,Aranel (1); Daerithas (1); Dajemona (1); Geror (1); Skan (1)
Mhikal,18,141,2006,2012,1,Aisha (4); Bauster (4); Nicodemus (4); Ylerei (3); Asgard (3); Celine (3); Loxis (2); Daerithas (2); Isil (2); Khael (2); Habel (2); Kiol (2); Skan (2); Maximilian (2); Thorck (2)
Michael,3,27,2007,2009,0,Elyen (2); Euridas (1); Thorek (1)
Midgard,1,2,2008,2008,18,
Midhriel,62,909,2003,2008,4,merlinho (25); Miroth (24); Malduin (13); Kahzar (10); Loriel (8); Asgard (7); Krimgor (7); Loki (7); Cloud (6); Anarion (6); Morganas (6); Sealyan (5); Unicorn (5); deargh (5); Hamild (5)
Migold,1,3,2006,2006,4,Arendhil (1); Cloud (1)
Miguel,2,27,2006,2006,3,Vahn (2); Field (1); Melisandre (1); Nicole (1)
Mihawk,13,77,2013,2026,0,Euridas (7); Izayoi (5); Francislake (5); SiannaLeFair (5); Urwen (5); Dareh (3); Vahn (3); Arioch (2); Elimar (2); Lenian (2); Ariel (2); Keleldur (2); Mogan (2); Erebo (1); Olkathazar (1)
Mikami,1,10,2009,2009,0,Mythen (1); Tyrande (1)
Mikitaton,5,35,2004,2019,0,Morpheus (3); Jargo (1); ObscuraLuna (1); Vahn (1); Wildand (1); Mhikal (1); Alerik (1); Dareh (1); Hermetaton (1); Lilithas (1); May (1); Skan (1); Tarik (1); Vhelia (1); Walad (1)
Milamber,2,40,2004,2004,4,charis (2); DarkEyes (2); Dehro (2); Esgaloth (2); Garildor (2); Haenelor (2); Ithil (2); Loriel (2); Pannha (2); Sultha (2); Thanatos (2); Yaran (2); Ylerei (2); Algen (1); Cloud (1)
Milian,1,1,2006,2006,3,Alerik (1); Vahn (1)
Milton,3,21,2006,2006,4,Isil (3); Kahzar (2); Morganas (2); Sealyan (2)
Minas,4,69,2007,2008,4,Rhyannor (3); Anthony (2); Dehro (2); Eufrasia (2); Francislake (2); Keleldur (2); Malfar (2); Mirael (2); Uranos (2); Valll (2); Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1)
Mirael,46,596,2005,2019,3,Francislake (12); Vahn (11); Euridas (10); Ireth (9); Eufrasia (9); Steel (5); Ducan (5); Guy (5); Manadriel (5); Adema (5); Corwin (4); Melisandre (4); ThamiorLothain (4); Anthony (4); Durandal (4)
Mirilith,1,25,,,4,Krimgor (1); Malduin (1); Midhriel (1)
Mirodek,23,247,2005,2026,3,Vahn (12); Maseeri (9); Elanoer (5); Francislake (4); Sylvimar (4); Ariel (3); Arphenix (3); Euridas (3); Han (2); Rhyannor (2); Ellenroh (2); Fate (2); Loxis (2); Sifodias (2); Klaesy (2)
Mirokan,2,14,2004,2005,4,Alsen (1); Anarion (1); Arwiel (1); Asgard (1); Cleryon (1); deargh (1); Hamild (1); Ireth (1); Kahzar (1); Krimgor (1); Loki (1); Loriel (1); merlinho (1); Midhriel (1); Saykon (1)
Miroken,1,7,2008,2008,1,Eiko (1)
Miroshi,1,6,2006,2006,5,Ares (1); Asmira (1); Icon (1); Janas (1); Langdal (1); Rhotgar (1); Sintya (1)
Miroth,49,633,2003,2019,4,Midhriel (24); Malduin (13); merlinho (13); Morganas (9); Dibbe (8); Kahzar (8); Drak (8); Vahn (6); Loriel (5); Eithel (5); Owyn (5); Valandelian (5); Sealyan (4); Arwiel (3); Caesar (3)
Miticus,1,12,2004,2004,3,Anarion (1); Dakkon (1); DartWarren (1); Erhu (1); FireStorm (1); Mashnara (1); Mitsui (1); Soraya (1); Vahn (1); Xalira (1)
Mitsui,1,15,2004,2004,3,Anarion (1); Dakkon (1); DartWarren (1); Erhu (1); FireStorm (1); Mashnara (1); Miticus (1); Soraya (1); Vahn (1); Xalira (1)
Miverniv,4,27,2007,2008,0,Elimar (4); Alyon (2); Gaio (2); Talim (2); Aranel (2); merlinho (2); Trevor (1)
Mogan,41,539,2007,2026,3,Vahn (15); Bill (14); Maseeri (14); Lilithas (8); Elrik (7); Francislake (6); Goran (5); Sylvimar (5); Alerik (4); Jeal (4); Urwen (4); Lyath (3); Irdon (3); Euridas (3); Ireth (3)
Mojojo,1,4,2008,2008,1,Axia (1); Ghilbli (1); Saval (1); Verelath (1)
Momiji,2,18,2007,2008,2,Goran (2); Isthar (1); Kruvenz (1); Zaharil (1); Buiacca (1); Edwar (1); Elrik (1); Olivier (1)
Monfort,30,261,2008,2009,0,merlinho (6); Emile (6); Dajemona (5); Tyrion (5); Norman (5); Ailin (4); Theon (4); Thorck (4); Lancel (4); Dadox (4); Aranel (3); Harad (3); Keric (3); Fortescue (3); Bauster (3)
Moradin,11,126,2006,2020,0,Celine (4); Enrick (4); Nicodemus (3); Denyel (3); Bauster (2); Axia (2); Aisha (2); Phemt (2); Hawn (2); Elyen (2); Rivka (2); Federicis (1); Rhen (1); Volkag (1); Adema (1)
Mordecai,1,17,2012,2012,0,Burrasca (1); Elimar (1); Emeth (1); Fagin (1); Jeal (1); Khalux (1); ThamiorLothain (1); Theunis (1); Thorck (1); Tuco (1)
Mordrek,1,7,2004,2004,3,Blanko (1); Faelya (1); Isthar (1); Mendar (1); Onizuka (1); Reblow (1); SonoNeroInferno (1); ThamiorLothain (1); Vahn (1)
Morgana,3,26,2014,2014,0,Ariel (2); Baltazar (1); Gottardo (1); Rago (1); Thamior (1); Arphenix (1); Mekylius (1); Norman (1); Alicanto (1); Elladan (1); merlinho (1); Nienor (1); Thjarnar (1)
Morganas,20,229,2004,2007,4,Miroth (9); Malduin (8); Midhriel (6); Kahzar (5); Shimal (5); Sealyan (5); Alastor (3); Eorinan (3); Keylan (3); Rhyannor (3); Wiliand (3); Xebox (3); merlinho (3); Kihrya (3); Ayla (2)
Morgon,2,14,2007,2007,1,Euridas (1); Guy (1); Hiam (1); Shekinah (1); Tarik (1); Ylerei (1); Ailin (1); Ambalar (1); Aranel (1); Flavius (1)
Morgoth,11,91,2002,2014,0,Elladan (9); Essedil (6); Khalux (5); Amaranth (4); Brusjean (4); Francislake (3); Aries (3); Tarik (3); Katon (3); Narcis (3); Thorck (2); Jago (2); Luinil (2); Rago (2); Abdulaziim (1)
Mornwen,1,4,2006,2006,2,Anarion (1)
Morpheus,16,147,2004,2025,0,Mikitaton (3); Khalux (3); Elyen (3); Vahn (2); Arentor (2); Ellendal (2); Galamir (2); Ghilbli (2); Goliath (2); Gwayne (2); Maraviglia (2); Seth (2); Allestra (2); Aralynn (2); Field (2)
Morrowind,1,2,2007,2007,9,Brethil (1)
Mossflower,22,344,2007,2013,1,merlinho (10); Claymore (9); Mynoth (5); Aranel (4); Euridas (4); Skan (3); Loxis (3); Perse (3); Ailin (2); Heleg (2); Dajemona (2); Geror (2); Ireth (2); Adema (2); Benares (2)
Mothgaur,12,145,2004,2008,3,Vahn (8); Hethil (3); Han (2); Allestra (2); Aralynn (2); Field (2); Morpheus (2); Rainor (2); Steel (2); Aldaran (1); Mekalunio (1); Niviel (1); Emeldir (1); Gator (1); Gaara (1)
Motria,2,28,2008,2008,2,Euridas (2); Adema (1); Bertor (1); Mogan (1); Mossflower (1); Khael (1); Phemt (1)
Moxeill,1,17,2008,2008,3,Blancks (1); Evaq (1); Jacques (1); Joaquim (1); Leilai (1); Lulu (1); merlinho (1); Nihel (1); Rikja (1)
Murghat,2,17,2009,2012,0,Theon (2); Dareon (1); Elyen (1); Jago (1); Ramel (1); Rephexia (1); Ailin (1); Elimar (1); Enrick (1); Henry (1); Jeko (1); Keleldur (1); Kyle (1); Tyrion (1); Vlazer (1)
Murzgaash,3,22,2012,2012,0,Kruvenz (3); Lyzur (3); Shpawn (3); Zakk (3); Andrey (2); Antarhak (2); Elimar (2); Katon (2); Lionel (2); Raxiel (2); Regan (2); Relenan (2); Arkham (1); Gnareor (1); Thorck (1)
Musang,4,77,2013,2013,0,Khira (4); Arioch (3); Nyden (3); Elimar (2); Khalux (2); Thalion (1); Alanna (1); Andriy (1)
Mynoth,20,211,2004,2026,0,Claymore (8); Maseeri (5); Mossflower (5); Vahn (4); Elyen (4); Sibir (4); Lionel (3); Aglae (2); Aneesha (2); charis (2); Danyfer (2); Esgaloth (2); Ester (2); Finarfin (2); Istar (2)
Myrddinwyllt,16,303,2006,2007,5,Manadriel (7); Andrex (4); Elina (4); Gudegar (4); Jas (4); Lizelin (4); Ratav (4); Ellenroh (3); Fate (3); Daarigraz (3); Fibi (3); Helen (3); merlinho (3); Tolor (3); Adema (3)
Mythen,1,1,2009,2009,0,Mikami (1); Tyrande (1)
Nadir,8,60,2008,2009,0,Manwe (4); Emile (3); Lancel (2); Adrienne (1); Bill (1); Edwar (1); Nau (1); Eventine (1); Malvenis (1); Monfort (1); Ramel (1); Ratawin (1); Tyrion (1); Lorenne (1)
Nahim,1,1,2007,2007,5,Anadyr (1); Andrej (1); Anduriel (1); Arkaon (1); Christabel (1); Dofa (1); Heleg (1); Laksmi (1); Layla (1); Niniel (1); Ninksi (1); Odmir (1); Sephirot (1); Shinnok (1); Simshon (1)
